"Departamento","Municipio","Variable","Unidades","Num_Excedencias","Por_Excedencias","Mediana","Percentil98","Max","Min","Dias_Excedencia","Año"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,44,144.5,324,4,0,"2016"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",7,1.97,51,99.9,126,14,7,"2016"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,22.1,58.2,98.8,0.2,0,"2016"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,24,39.3,44,7,0,"2016"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,3.4,16,49.5,0.3,0,"2016"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,3.6,15.1,36.9,0.3,0,"2016"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,4.1,10.1,11.5,1.5,0,"2016"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.7,1.9,2.9,0.2,0,"2016"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.7,1.3,1.7,0.3,0,"2016"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",3,0.04,14.7,73.5,303.5,0.2,3,"2016"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",18,0.27,15.3,63.4,89.3,0.8,5,"2016"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,19,101,335.3,1,0,"2016"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,22,70.5,90,6,0,"2016"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,9.2,39.3,81.5,0.1,0,"2016"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,10,33.5,41,3,0,"2016"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,1.8,4.5,11.8,0.3,0,"2016"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,1.9,4.3,8.9,0.3,0,"2016"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,1.9,3.5,4.5,0.4,0,"2016"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",63,1.09,21.6,107.3,217,0.2,24,"2016"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",216,3.77,23.4,93.1,139.3,0.9,39,"2016"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,45,126,555,2,0,"2016"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",2,0.68,49,89.3,105,20,2,"2016"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,19,58,235,1,0,"2016"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",1,0.42,20,47,51,7,1,"2016"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,2.7,33.3,80.6,0.6,0,"2016"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,2.8,31.3,74.6,0.6,0,"2016"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,3.3,18.7,24.7,1,0,"2016"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.7,2.5,7.3,0.1,0,"2016"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.8,2,4.5,0.1,0,"2016"
"Cundinamarca","Bogotá, d.c.","NO","ugm3",0,0,11.8,13.3,13.4,10.3,0,"2016"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",18,0.23,24.3,118.4,288.8,0.2,8,"2016"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",1,0.31,25.7,100.2,158.2,5.6,1,"2016"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",0,0,16.3,56.7,92.6,0.2,0,"2016"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",0,0,17.2,49.4,67.9,0.6,0,"2016"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,38,150,533,2,0,"2016"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",11,3.38,44,102,126,16,11,"2016"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,18,71.1,232,0.1,0,"2016"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",11,3.08,19,53,61,6,11,"2016"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",60,0.71,35.3,93.5,228.8,1,29,"2016"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",246,2.92,35,85.1,143,1,43,"2016"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,34.3,114.9,185.6,4.9,0,"2016"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",4,1.17,36,93.2,116,17,4,"2016"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,13,58,135,1,0,"2016"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",5,1.48,13,48.3,59,5,5,"2016"
